Link,Question,Follows,Answers
https://answers.yahoo.com/question/?qid=20060809115422AAdvEmO,Replacing Interior doors - What size should I order?,0," I'm worried about 2 bedroom doors that I've ordered.  The widths of my existing doors are 30 3/4 inches, and 30 1/2 inches. The guy at the hardware store suggested that I go with a 30 inch widths for the new doors, and now I'm having doubts.  

The space in between the frames (which I'm keeping) appears to be exactly 30 inches wide - is it necessary to have a little extra width on either side of the door, overlapping the frame?  Should I change the order to go up to the next size (32 inch width) and shave the new doors down to match the existing ones, or will I really be O.K. with the 30 inch width for the new ones? 

Thanks."
https://answers.yahoo.com/question/index?qid=20090526135441AA0xP2j,How many times a day should a teenage girl take a bath?,0," My parents tell me that a normal person should take a bath twice a day but i have a big problem.I can sometimes go on for a month without shower.I want ti wash everyday but i have a reason that is keeping me from doing it 

One i don't want to look at my skin because it is very dry,flaky and hairy. 
Two i hate washing under my feet because no matter how much i scrub it the white things wont stop peeling off. 
Three i am lazy. 
Someone on yahoo gave me an advice saying that if i want to HAVE MILEY'S WEIGHT i should eat chips until i am big and never take showers for a long period of time. 

So please advice me what i should use to shave my thighs and legs.To make my skin very soft and not flaky etc,,,,,,, 
I am growing up so i need to take showers plus what are the disadvantages and side effects of not taking shower beside being dirty."
https://answers.yahoo.com/question/?qid=20060708082643AAivzjI,How long after a spouse dies should you wait to get married again?,0," I remarried after 7 months. My late wife and I were getting a divorce when she was diagnosed with lung cancer and died 6 weeks later. I stayed with her until the end and I was with her at the moment she died, the rest of her family was not around to be there with her. 

6 months later I met a woman that is everything that I ever wanted. We got married. Now the anniversary of my wifes death is coming in a few days and I am feeling very guilty about getting married again.  

How long should you wait?"
https://answers.yahoo.com/question/?qid=20100422200801AAsWXIB,Should i read The Iliad or The Odyssey first?,0," im 13 and LOVE greek mythology. i can read complex stories, and at the age of 8 i was able to read at a 12th grade level. i know that the iliad was written first, but i hear that the odyssey is easier to understand. should i read the odyssey first because its easier, or the iliad because it was written first? also, should i read the book metamorphoses by ovid? does it have well written greek/roman mythological stories. Thank you in advance"
https://answers.yahoo.com/question/?qid=20110216131436AAoO5q8,"Should I move to Atlanta to start a new life, how's life there?",5," I am looking for a city similar to NYC but I dont wanna move to Miami or LA 

Atlanta is the only other major one that crosses my mind but I have only been there once. My cousin lives there, I think he lives in buck head or bank head, not sure. His apartment complex is the most luxurious gated complex I have ever seen. It looked like it was built for royalty, you actually have to dial at the gate for him to open it. And the call goes straight to his cell and he can open it from there. We dont have stuff like that in NY. He only pays $900 for a 2 bedroom, thats great. I am tired of suffering in NY paying $1500 for a small sh*t hole, I need to move to the south! NYC is too overrated  

I am a Trinidadian so I wanna go to place with lots of immigrants (whether it be Russians, Indian, Jamaicans, Africans...etc), lots of restaurants (such as Spanish and Caribbean restaurant), public transport so I wont have to rely on my car, lots of jobs, night life...etc 

Is Atlanta the place for me? 

From what I heard Atlanta is on the rise ad will be the next big thing 

When I was younger no one cared about Atlanta and it was just known for hair and pimpin, but now Atlanta seems like heaven. Everyone is moving from the North to the South because they realized the North is expensive and its a sh*t hole. Everyone is come to TN, GA and TX 

Whats your take on it, and should I move here? 

I have like 5k saved up so that should get me into an apartment with a down payment. The same week I move there I will take my security Guard course (which is like 1 hr) and get the certificate, I will then apply for my Georgia guard card and work as a security guard until I settle down and find a better job. They are always on need of security guards and it looks better of you have your guard card so I think thats agood plan to keep me afloat while getting situated. APD is also hiring and I am going to go to their job fair this Saturday to put in an application there as well 

I plan on making the final move in MAY after I finish up this semester in NY, I am not sure which college I wanna transfer too but I will put college on hold until I get a steady job that can pay the rent 

What do you think about my plan? I wanna enjoy life and not have to struggle, anyone who lived in NY knows its a struggle"
https://answers.yahoo.com/question/index?qid=20130305175149AAtlyo9,Why should we remember the Holocaust?,0,8
https://answers.yahoo.com/question/index?qid=20130612222613AAEVKxh,Should I quit playing guitar?,1," I'm self taught and I've been playing for 3 years now. I've never had lessons and I still consider myself a beginner. I can't really ""shred"" but I can play pretty good for my experience. Lately I feel like I haven't really been progressing at all as a guitar player and I know some people that can ""shred"" and play like Hendrix, or Zappa, Or Frusciante. I just want to be an amazing guitarist, especially at the ""blues"" but I don't think I'll ever be a profound player.  
Should I quit guitar?"
https://answers.yahoo.com/question/index?qid=20060924225524AAOl0rT,How long should you wait to propose?,1,17
https://answers.yahoo.com/question/index?qid=20130504070318AAYqpWm,Should I kill Daud? dishonored?,0," I've been playing through the game non lethally but now That Im up to confronting Daud I don't know what to do, I want to kill him for all that he's done but well, I don't know, should I? I want to keep the feel of stealth but I don't think I can do that BUT I also want to kill him to avenge the empress"
https://answers.yahoo.com/question/index?qid=20110330113142AA9CAzR,Should college athletes get paid?,2," I post this in football because it's the sport that has the biggest issue with this. Should athletes get paid more than a scholarship as the NCAA makes millions and billions of dollars off them. Here's some opinions and ideas from others. 
http://www.usatoday.com/sports/college/m... 

http://msn.foxsports.com/collegebasketba... 

http://rivals.yahoo.com/ncaa/football/ne..."
https://answers.yahoo.com/question/index?qid=20110806061635AAX11kL,How much should you feed your baby or adult tortoise?,0," I am going to get a tortoise soon... Yay lol and i was wondering if you could tell me actually a couple things how much should you feed your baby or adult tortoise and also if you can answer what kind of cage should it have and what kind of light as well and around what a cheap tortoise will cost me, if you cant answer that i will just be happy with just the main question :) Thanks so much, 
xxx, 
kayla"
https://answers.yahoo.com/question/index?qid=20130424205710AAdHggN,When should I give up my virginity?,1," I'm a 20 year old woman and I have never had any experience with dating besides for a short period in high school. My mother set me up on a date with someone she know who is 22. She always does this to get be to become more social. I started texting this guy and it turned out we had a lot in common. When we went on a date together, he was such a gentlemen. He paid for everything and dealt with my awkwardness which I have a feeling he thinks is cute. By the end of the night he figured out I was a virgin by my reactions to some funny sexual jokes. I wasn't put off by them because my friends and I joke too but I still blushed. He was fine with me being inexperienced. We text constantly and they are usually flirty and get naughty. I play along with them because it's fun but I feel like the next time I see him, which is this weekend, he might want to seriously do sexual things with me. Again, me being inexperienced and awkward, I'm a little scared. It's not that I think my virginity is something special, I just don't feel comfortable about myself. I am always told I have a nice body and I love it. It's just that I'm going to be exposed to someone else who I have only known for a month. I'm not even sure if we are in a relationship or just dating. I do believe that I can do some things and if it goes too far I'll tell him to slack off but is it too soon to be doing any of this with him? 

Truth be told this guy is on my mind almost all the time. My friends noticed a change in me saying I'm more lively and talkative. I never get noticed by guys but this one seems genuinely interested in me and I really like him. I'm just afraid that I'm letting things move too fast.  

Any advice is welcome. I'm just a shy girl looking for answers and I don't want to screw this up."
https://answers.yahoo.com/question/index?qid=20081120080407AAyrIzi,How soon after you feed a puppy should you take for a potty walk?,0,6
https://answers.yahoo.com/question/index?qid=20091019175127AAcZ1m9,When should I take  Clonazepam?,0,5
https://answers.yahoo.com/question/index?qid=20111116102729AAXobTP,How much money should you have saved for a dog before getting it?,0,8
https://answers.yahoo.com/question/index?qid=20121126160158AAimnWW,"Should you wash brand new bed sheets,and blankets before you put them on your bed?",2,6
https://answers.yahoo.com/question/index?qid=20090913134730AAxO54l,To what volume should you dilute 135 mL of an 8.05 M CuCl2 solution so that...?,1,-1
https://answers.yahoo.com/question/index?qid=20110402040936AA9GtNd,How often should I change the food and water in my bird cage?,0,13
https://answers.yahoo.com/question/index?qid=20130420080419AAtIli3,"Should i become a doctor, physician assistant, or physical therapist?",0," I am a senior in hs and I'm going to University of Wisconsin- Madison this fall. I know I want to do one of those three jobs because I am very interested in health care, the human body, and helping others. I am a very compassionate person and many people have told me this. I love helping people who are in a weak and vulnerable state. I helped care for my grandma everyday when she was dying ( basically doing the duties of a cna). I found it to be very fulfilling to alleviate her pain. I do not want to be a nurse, however, because I want to do something more in depth, like diagnostic stuff. I think it would be the best thing in the world to save someone's life. I am concerned about trying to become a doctor because of how difficult it is to get into med school and also the difficulty of med school itself. That's why I was considering physician assistant; and also because I heard they do less paper work and don't have to deal with lawsuits. I am considering physical therapist because quite a few people have told me I should become a physical therapist ( including a physical therapist) and because they spend so much time with patients and I would be able to express my compassion. I also am an avid runner and have dealt with a lot of running injuries so that has given me some experience with pt. What should I do?"
https://answers.yahoo.com/question/index?qid=20100810130626AACo6ql,Should men pay for everything?,3," True Story....I was dating this girl for quite some time and found myself paying for everything 95% of the time.  I didn't have a problem paying cuz it sort of made me feel good and never really thought twice about it.  However, when things started to get serious she brought up the topic of ""money"".  She believes that the man should pay all the time.  Infact, she EXPECTS it.  Here's the funny thing.  We both make the same amount of money.  We both have the same amount of debt to pay off (which is hardly any).   Her explanation was that she likes to feel taken care of.  I know this is a very ""old fashioned"" way of thinking and I'm actually very much for it, however this rule only applies to women who don't have jobs and choose to stay home in order to cook, clean, and take care of the family. This girl does not know how to do any of these things.  Why is it that most women who demand independence don't really know the true meaning of it?  If you want the man to pay for everything, then shouldn't the woman put into the relationship (like cook, clean, drive, other house duties, etc)?  No. Sex is not payment.  That's equivalent to being a prostitute.  You're thoughts on this subject?"
https://answers.yahoo.com/question/index?qid=20100201140356AAdIyjL,Should the death penalty be abolished?,0,26
https://answers.yahoo.com/question/index?qid=20100908124959AADJ4Kl,At what age should your children start paying rent?,0," My stepson is 20, he has a job times for his father and i are really rough.I recently lost my job due to lack of work. My husband has a low paying job. We can barely make ends meat. My stepson has a car but is talking about buying another for the winter, he has baught 3 cell phones in 2 months. Me and my husband argue all the time,i think he should help out just for the time being ,he thinks his son should be able to live off of us until he decides to move out. After all we do pay the electric he uses, the internet he uses,the food he eats,and the phone he uses.If he would pay some rent we could get through these hard times as a family."
https://answers.yahoo.com/question/index?qid=20100702145654AAezp6l,What temp should my freshwater community tank be?,1,8
https://answers.yahoo.com/question/index?qid=20100614230619AAognkF,What episode should I start watching Fullmetal Alchemist: Brotherhood from if I've seen the original already?,1," I started watching the Brotherhood series, and it's all a rehash of the same old story, but it looks like the late episodes are different.  I read up on the series in Wikipedia and I understand that there are differences even though they follow the same basic plot.  So should I watch the Brotherhood, or is it mostly the same as the first one?  If I should watch it, which episode should I stat with so I don't watch too much of the same story?  Thanks!"
https://answers.yahoo.com/question/index?qid=20130306202852AAr4TQ1,Should I let my 6 week old puppy sleep in my bed?,2,15
https://answers.yahoo.com/question/index?qid=20060716102255AAuJB1o,Why should slavery end?,0,20
https://answers.yahoo.com/question/index?qid=20061211095723AALD9LJ,Which wines should be drank cold or room temp.??,0,6
https://answers.yahoo.com/question/index?qid=20160628201502AA8RVLO,,,
https://answers.yahoo.com/question/index?qid=20071011065723AAT69or,Rebuilt/Salvage Title.....should I buy a car with one?,1,10
https://answers.yahoo.com/question/?qid=20060627084337AAUASp9,"How much should you feed your betta fish, how many times a day?",0,14
https://answers.yahoo.com/question/index?qid=20160628142142AAtAcKr,"In this moment of crisis in Turkey , should turkey consider deporting it's muslim immigrants ?",0,6
https://answers.yahoo.com/question/index?qid=20101202131233AAsJieW,What volume should dilute 125 mL of 8.00 M CuCl2 solution so that 50.0 mL diluted solution cotians 4.67g CuCl2?,0,1
https://answers.yahoo.com/question/index?qid=20160628185901AASWuda,Why does fandango still charge me when my promo code should cover all expenses?,0," Using the tmobile tuesday app and got promo codes for the fam to see a movie tonight. I have 5 promo code which is $13 each and should add up to $62 and the total to go is $62 for all tickets. Yet, after applying all promo codes, I still have to pay $.80 which makes no sense to me. Can anyone provide an answer. Thank you!"
https://answers.yahoo.com/question/index?qid=20160628184337AANU4iK,How much should you tip a waiter at a restaurant?,0,4
https://answers.yahoo.com/question/index?qid=20160628183147AAFLolZ,What should be my next hairstyle?,0,2
https://answers.yahoo.com/question/index?qid=20160628161544AARC2mj,Should courts order religious nuts and homophobes to get abortions?,0,5
https://answers.yahoo.com/question/index?qid=20160628154129AACvW3t,Should I apologize to my father?,0," I wasn't with my dad for Father's Day so he wanted to celebrate it another it. He asked me today if I wanted to go and that it would be very fun. I replied with an ""Okay, I guess."" And he said ""You don't sound very enthusiastic."" I told him I didn't really like pools and that I wanted to go another day. He said it was okay whatever and I got upset because I felt like a horrible person because I know he would've liked it. He started ignoring me with his damn books and I began to pout and whine and I ended up crying because I didn't know what I did wrong and he told me he wanted to sleep and told me to shut up."
https://answers.yahoo.com/question/index?qid=20160628202442AAtU3UU,Should I tell an adult about my friend s self harm problem?,0," My friend came to my cabin recently, and my parents were forewarned that she would try and avoid eating. She has anorexia, you see. She is also very depressed. I knew about her eating disorder long before she told me, because she would call herself fat, avoid coming over for tea when there was food involved, and hide in her room or the restroom after big meals. But at the cabin, she told me about her self harm problem. Well, actually, I asked her how she got some strangely consistent cuts on her calf and wrist. I knew what was coming, and she admitted to have engaged in self harm. She says her mom stole her pocket knife after she lied and said that she was doing it with that, but she confided in me that she has been using a razor blade. If I tell my parents to tell her parents, I would ask them to make sure she doesn t know it was me. But still, it s betrayal of her secret. I just really want my friend to feel better. Should I tell her mom that it was really a razor blade, or would that be an act of cruel unfriendliness? Also, (I know this is a long question but it s really important) do you think she is still cutting her, and how should I find out whether or not it s still an issue, when she almost always covers it up?"
https://answers.yahoo.com/question/index?qid=20100114211557AA8I6gr,What final volume should you dilute 59ml of a 5.75 m ki  solution so that 25.5 ml of the diluted solution co?,0,1
https://answers.yahoo.com/question/index?qid=20120301120312AAtzqh0,I think there's a ghost in my house. What should I do?,3," My family and I built a new house over the summer. We moved in Christmas week. For a while I have been hearing noises in my room. I saw something, human-like, climbing up my wall. Another time, I was at my grandma's house and i saw a figure of a girl next to me in the mirror. What ever it is, knows my name and calls to me sometimes. My friend also has a similar problem, so we used a ouija board I found at my old house. That night i heard an old man and woman talking in my room. It was a different language, but I knew they were having a conversation. I woke up and said shhh and they stopped, then they started to talk again. They were like chanting or something. Then earlier this morning, I heard something moving things and opening and closing the drawers. Then it said my name. I said, mom i know that's you but she wasnt upstairs, she was in the cellar, and everyone else was downstairs. I could feel it watching me. Sometimes my mom makes fun of me for saying that there is a ghost in my house, and I told her to stop. I'm getting kinda scared now, and don't know what to do. Is it a ghost or a demon? Please help. I'm getting my house blessed sometime and I am just really freaked out. It's like just with me, nobody else will believe me, except 2 of my friends and my cousin. What do I do?"
https://answers.yahoo.com/question/index?qid=20100605020355AAU63xe,How much should my guinea pig eat every day?,1," Am I supposed to give them an endless amount of food?  I live in a 3rd world country so we don't have guinea pig food or pellets or anything and no hay either- I could probably find some if I really searched but it would probably not be clean.  They love grass- that kind that is really wide (I don't know what its called) and other greens and cucumbers.  I also feed them fruits sometimes (different kinds) and carrots and green peppers.  The problem is that they eat an insanely large amount of food.  I have a hard time keeping up.  There are 2 of them and they are babies.  Not every day but sometimes I give them some cooked rice or toast made from homemade bread.  I just feel like they are hungry and need something to fill them up.  I'm sure pellets contain grains and things.  They love love love eating and squeal at me every time they see me if they feel like they don't have enough food.  Their cage is okay sized, gets completely cleaned every day, but for many hours of the day they get to run around in a huge area and eat there too.  I just don't understand if they are supposed to be fed as much as they will eat or?!  They are not fat.  I also thought that since they are babies maybe they will stop eating so much when they stop growing.  Please help me out!"
https://answers.yahoo.com/question/index?qid=20111222115122AAzY4xq,How often should you check your motor oil in a car?,1,11
https://answers.yahoo.com/question/index?qid=20121224150323AAsYS1D,Should I spend Christmas with my family or my girlfriend's family?,1," Me and my girlfriend have been together nearly a year now and this will be our first Christmas. The thing is her family and my family celebrate it on the same day (Christmas Eve.. weird but it's our tradition). Anyways, my girlfriend told me that I should spend it with her family, but when I told her I couldn't because my family is spending it on Christmas Eve too, she got mad at me. She said that I have to make a sacrifice and go with her family. I told her that on Christmas day I could be with her, but she said that there's nothing special because there's nothing going on that day and I told her it is special b/c it's Christmas day & any moment should be special as long as we're together. She still said no and stayed angry that I can't go to her family's Christmas get together. I know that when it's a marriage, it's different and there are going to be sacrifices, but right now we're just boyfriend and girlfriend. It is a serious relationship, but I told her that family comes first, until we have our own family together. And she got angry when I said that too and said that she's going to spend Christmas with her family every year even when were married, and that I have to be with her. So I can't spend Christmas with my family. This really has me down, because I'm not going to be able to see her at all this Christmas, because I can't go to her family's Christmas party, and she doesn't want me to spend Christmas day with her (because there's nothing special that day...?), and afterwards she leaves for a week for Christmas eve. 

Anyways, my question(s) are: does my girlfriend have a right to be angry at me? Did I go about this wrong? What should I do to fix this? 

Any advice is greatly appreciated. Thanks so much & Merry Christmas :)"
https://answers.yahoo.com/question/index?qid=20070713092915AAYdz15,Job Interview Question - Why should we pick you?,1,17
https://answers.yahoo.com/question/index?qid=20111202143752AA2gLuI,Do you think alimony should be abolished?,0," It is nothing but slavery to men in the highest degree which we supposably ""outlawed"".  

I know men who live in apartments while their ex-wives in live take the majority of the MENS networth for themselves as they sit on their ***. It is nothing but a wealth transfer scam. If your married for more than 10 years, its FOR LIFE. 

Even middle-class men who make hundreds of thousands of dollars are sometimes after all the red tape is done have to live on less than 10,000 dollars. 

No man should have to take this risk just to find the love of his life. Its jumping off a burning bridge and hoping you aren't the one who she is going to destroy for greed. 

Why are men still getting married? There is no ""right woman"". These are imperfect women who are given full power and authority by YOUR OWN SIGNATURE that they have the capability to do this, should she leave or you leave.  

In rare cases women have to pay alimony if they make more money which i'm ALSO against. No one should be PAYING another ADULT if there is a break-up or split. Marriage will continue to decline as tryanny such as these continue and go unchecked. 

Women often say men fear commitment, you would too if you realize the loaded gun thats pointed at your head. 

So what is the benfiets of marriage? For women, pretty much everything. For men, absolutely nothing but slavery. Men should AVOID marriage at all costs for their own saftey. I don't want to hear the ""NAWALT"" card. Even if women aren't like that, its STILL NOT WORTH THE RISK OF DOING THIS ACT."
https://answers.yahoo.com/question/index?qid=20120109053948AAz8s7n,Do you think couples should talk all day long?,1,16
https://answers.yahoo.com/question/index?qid=20081030203007AABAM3L,FLAG BURNING  Should it be legal?,2," IMO 

America, love it or leave it...  NO! 
America should grow and adapt with it's people.  If burning a flag as a form of peaceful protest, why not allow it? 

I'm not saying I'm gonna go out and burn a flag, but I LIVE IN THE UNITED STATES OF AMERICA BECAUSE THEY WILL LET ME BURN A FLAG IF I WANT TO.  These are our rights.  Why give them up?"
https://answers.yahoo.com/question/index?qid=20130523172926AACo1UP,Reasons abortion should be legal?,0," I would like to start off by saying i am almost 100% against abortion, but for my biology report, i have to write a report on whether abortion is right or wrong, giving both sides. Finding information on why abortion is bad is easy, but finding information on why is should be legal is difficult. Please dont comment saying nothing is okay about abortion, it's not helping me whatsoever."
https://answers.yahoo.com/question/?qid=20090220110108AAOKWP7,"If I want to be an astronaut,  what classes should I take?",2,6
https://answers.yahoo.com/question/index?qid=20110117180842AAXXlfq,Why should Jews get Israel and Jerusalem?,3,15
https://answers.yahoo.com/question/index?qid=20080219211452AARke6a,Help! how long should a guy last in bed?,2,11
https://answers.yahoo.com/question/index?qid=20100821054308AArxd13,Should you use your real name on Facebook?,0," I think you should not give your lastname on the internet due to privacy, however if you don't, how are people going to find you? Also how would they know that it's you trying to become their friend. So should I give out my real name on Facebook or get Facebook at all? Is it worth it? Do you have Facebook, if so why and do you have your real name on there?"
https://answers.yahoo.com/question/index?qid=20110426181041AADysON,How often should a women douche?,1,8
https://answers.yahoo.com/question/?qid=20110220030227AAC7Aew,What should a Western women wear in Saudi Arabia?,0," I am a young female mosaic artist for a London publishing company. I have recently sold a piece of my work to a prince in Saudi Arabia. My employer will be exhibiting the art which has been published in a book on Makkah at the Royal Gallery in Riyadh. I have been invited to attend the opening night, however I have been told to take a chaperon and to dress to impress yet appropriately.  

What would be an appropriate 'dress to impress' clothing? I assumed a long dress with a head scarf would be fine but my friend suggested a Burka inspired look would be more respectful. 

Any suggestions?"
https://answers.yahoo.com/question/index?qid=20060614201032AAUdKuH,Should you ride a bicycle with or against traffic?,1,33
https://answers.yahoo.com/question/index?qid=20070619114538AAzHRpX,My dog has diarrhea. What should I do?,19," Yesterday and now today, my dog has had diarrhea. She never goes inside the house but now she has been waiting until I leave the room to go with this diarrhea. She's an eight year old Border Collie mix. What should I do? I called the vet and am going to make an appointment today once I know when I can get there but is there anything I should do now? I'm nervous about her but she seems to be acting fine, other than the diarrhea. The vet didn't tell me anything I should do when I called. I just want to do whatever is best to make sure she is okay before I can get to the vet."
https://answers.yahoo.com/question/index?qid=20060610195201AAgytsB,How often should you put fuel injector cleaner in your car?,1,6
https://answers.yahoo.com/question/index?qid=20160623103910AAS2n9t,SHOULD GAYS AND LESBIANS believe IN GOD or NOT SINCE it seems religion is anti-gay?,3,70
https://answers.yahoo.com/question/?qid=20060922200735AADMncJ,How often should you defragment your computer?,0,10
https://answers.yahoo.com/question/index?qid=20081122054437AAVPQoH,How long should I seed torrents for?,3,9
