Link,Question,Follows,Answers
https://answers.yahoo.com/question/?qid=20110216131436AAoO5q8,"Should I move to Atlanta to start a new life, how's life there?",5,13
https://answers.yahoo.com/question/index?qid=20130305175149AAtlyo9,Why should we remember the Holocaust?,0,8
https://answers.yahoo.com/question/index?qid=20130612222613AAEVKxh,Should I quit playing guitar?,1,13
https://answers.yahoo.com/question/index?qid=20060924225524AAOl0rT,How long should you wait to propose?,1,17
https://answers.yahoo.com/question/index?qid=20130504070318AAYqpWm,Should I kill Daud? dishonored?,0,3
https://answers.yahoo.com/question/index?qid=20110330113142AA9CAzR,Should college athletes get paid?,2,13
https://answers.yahoo.com/question/index?qid=20110806061635AAX11kL,How much should you feed your baby or adult tortoise?,0,3
https://answers.yahoo.com/question/index?qid=20130424205710AAdHggN,When should I give up my virginity?,1,2
https://answers.yahoo.com/question/index?qid=20081120080407AAyrIzi,How soon after you feed a puppy should you take for a potty walk?,0,6
https://answers.yahoo.com/question/index?qid=20091019175127AAcZ1m9,When should I take  Clonazepam?,0,5
https://answers.yahoo.com/question/index?qid=20111116102729AAXobTP,How much money should you have saved for a dog before getting it?,0,8
https://answers.yahoo.com/question/index?qid=20121126160158AAimnWW,"Should you wash brand new bed sheets,and blankets before you put them on your bed?",2,6
https://answers.yahoo.com/question/index?qid=20090913134730AAxO54l,To what volume should you dilute 135 mL of an 8.05 M CuCl2 solution so that...?,1,-1
https://answers.yahoo.com/question/index?qid=20110402040936AA9GtNd,How often should I change the food and water in my bird cage?,0,13
https://answers.yahoo.com/question/index?qid=20130420080419AAtIli3,"Should i become a doctor, physician assistant, or physical therapist?",0,6
https://answers.yahoo.com/question/index?qid=20100810130626AACo6ql,Should men pay for everything?,3,22
https://answers.yahoo.com/question/index?qid=20100201140356AAdIyjL,Should the death penalty be abolished?,0,26
https://answers.yahoo.com/question/index?qid=20100908124959AADJ4Kl,At what age should your children start paying rent?,0,13
https://answers.yahoo.com/question/index?qid=20100702145654AAezp6l,What temp should my freshwater community tank be?,1,8
https://answers.yahoo.com/question/index?qid=20100614230619AAognkF,What episode should I start watching Fullmetal Alchemist: Brotherhood from if I've seen the original already?,1,5
https://answers.yahoo.com/question/index?qid=20130306202852AAr4TQ1,Should I let my 6 week old puppy sleep in my bed?,2,15
https://answers.yahoo.com/question/index?qid=20060716102255AAuJB1o,Why should slavery end?,0,20
https://answers.yahoo.com/question/index?qid=20061211095723AALD9LJ,Which wines should be drank cold or room temp.??,0,6
https://answers.yahoo.com/question/index?qid=20160628201502AA8RVLO,,,
https://answers.yahoo.com/question/index?qid=20071011065723AAT69or,Rebuilt/Salvage Title.....should I buy a car with one?,1,10
https://answers.yahoo.com/question/?qid=20060627084337AAUASp9,"How much should you feed your betta fish, how many times a day?",0,14
https://answers.yahoo.com/question/index?qid=20160628142142AAtAcKr,"In this moment of crisis in Turkey , should turkey consider deporting it's muslim immigrants ?",0,6
https://answers.yahoo.com/question/index?qid=20101202131233AAsJieW,What volume should dilute 125 mL of 8.00 M CuCl2 solution so that 50.0 mL diluted solution cotians 4.67g CuCl2?,0,1
https://answers.yahoo.com/question/index?qid=20160628185901AASWuda,Why does fandango still charge me when my promo code should cover all expenses?,0,-1
https://answers.yahoo.com/question/index?qid=20160628184337AANU4iK,How much should you tip a waiter at a restaurant?,0,4
https://answers.yahoo.com/question/index?qid=20160628183147AAFLolZ,What should be my next hairstyle?,0,2
https://answers.yahoo.com/question/index?qid=20160628161544AARC2mj,Should courts order religious nuts and homophobes to get abortions?,0,5
https://answers.yahoo.com/question/index?qid=20160628154129AACvW3t,Should I apologize to my father?,0,4
https://answers.yahoo.com/question/index?qid=20160628202442AAtU3UU,Should I tell an adult about my friend s self harm problem?,0,1
https://answers.yahoo.com/question/index?qid=20100114211557AA8I6gr,What final volume should you dilute 59ml of a 5.75 m ki  solution so that 25.5 ml of the diluted solution co?,0,1
https://answers.yahoo.com/question/index?qid=20120301120312AAtzqh0,I think there's a ghost in my house. What should I do?,3,9
https://answers.yahoo.com/question/index?qid=20100605020355AAU63xe,How much should my guinea pig eat every day?,1,8
https://answers.yahoo.com/question/index?qid=20111222115122AAzY4xq,How often should you check your motor oil in a car?,1,11
https://answers.yahoo.com/question/index?qid=20121224150323AAsYS1D,Should I spend Christmas with my family or my girlfriend's family?,1,11
https://answers.yahoo.com/question/index?qid=20070713092915AAYdz15,Job Interview Question - Why should we pick you?,1,17
https://answers.yahoo.com/question/index?qid=20111202143752AA2gLuI,Do you think alimony should be abolished?,0,23
https://answers.yahoo.com/question/index?qid=20120109053948AAz8s7n,Do you think couples should talk all day long?,1,16
https://answers.yahoo.com/question/index?qid=20081030203007AABAM3L,FLAG BURNING  Should it be legal?,2,13
https://answers.yahoo.com/question/index?qid=20130523172926AACo1UP,Reasons abortion should be legal?,0,6
https://answers.yahoo.com/question/?qid=20090220110108AAOKWP7,"If I want to be an astronaut,  what classes should I take?",2,6
https://answers.yahoo.com/question/index?qid=20110117180842AAXXlfq,Why should Jews get Israel and Jerusalem?,3,15
https://answers.yahoo.com/question/index?qid=20080219211452AARke6a,Help! how long should a guy last in bed?,2,11
https://answers.yahoo.com/question/index?qid=20100821054308AArxd13,Should you use your real name on Facebook?,0,11
https://answers.yahoo.com/question/index?qid=20110426181041AADysON,How often should a women douche?,1,8
https://answers.yahoo.com/question/?qid=20110220030227AAC7Aew,What should a Western women wear in Saudi Arabia?,0,13
https://answers.yahoo.com/question/index?qid=20060614201032AAUdKuH,Should you ride a bicycle with or against traffic?,1,33
https://answers.yahoo.com/question/index?qid=20070619114538AAzHRpX,My dog has diarrhea. What should I do?,19,42
https://answers.yahoo.com/question/index?qid=20060610195201AAgytsB,How often should you put fuel injector cleaner in your car?,1,6
https://answers.yahoo.com/question/index?qid=20160623103910AAS2n9t,SHOULD GAYS AND LESBIANS believe IN GOD or NOT SINCE it seems religion is anti-gay?,3,70
https://answers.yahoo.com/question/?qid=20060922200735AADMncJ,How often should you defragment your computer?,0,10
https://answers.yahoo.com/question/index?qid=20081122054437AAVPQoH,How long should I seed torrents for?,3,9
https://answers.yahoo.com/question/index?qid=20070320090755AAopeaG,How long should I wait to propose to my girlfriend?,0,9
https://answers.yahoo.com/question/index?qid=20071128005903AAlm9nm,How many hours should a 16 year old high school student study?,0,14
https://answers.yahoo.com/question/index?qid=20090420140508AA8UkQq,How often should you text a guy?,2,17
https://answers.yahoo.com/question/?qid=20070614115139AASA3oZ,Which side should cufflinks face?,1,4
https://answers.yahoo.com/question/index?qid=20060617164752AAr78ff,"Should one write ""China"" or ""Chinese"" for nationality when filling a form?",0,13
https://answers.yahoo.com/question/index?qid=20070524224134AAwdFV4,On which wrist should a man wear a watch?,1,20
https://answers.yahoo.com/question/index?qid=20070524224056AAbtkiJ,On which wrist should a man wear a watch?,0,19
https://answers.yahoo.com/question/index?qid=20060709230712AAlcPpw,How long should I exercise daily?,0,10
https://answers.yahoo.com/question/index?qid=20080610193018AA7IQt2,Why should we save the planet?,4,8
https://answers.yahoo.com/question/index?qid=20071125054334AAQWTu9,"How often should I run my outboard engine on my boat that's parked in my driveway, when not in use regularly?",11,11
https://answers.yahoo.com/question/index?qid=20100903035136AA6BsY8,Should I peel zucchini for minestrone soup?,0,7
https://answers.yahoo.com/question/index?qid=20090420140508AA8UkQq,How often should you text a guy?,2,17
https://answers.yahoo.com/question/index?qid=20080507103610AAoWjEP,Should I dispute everything on my credit report even if some items are correct?,5,12
https://answers.yahoo.com/question/index?qid=20160628171132AAh3nOC,What lens should I buy to shoot from crowd?,0,3
https://answers.yahoo.com/question/index?qid=20160628161252AA77U8b,"My dog attacks a hedgehog every night,what should i do?",0,1
https://answers.yahoo.com/question/index?qid=20160628141357AALh43A,I shaved my chest should I was it?,0,1
https://answers.yahoo.com/question/index?qid=20160623105921AAdu5lT,How long should we keep our annual income tax returns. Just found ours from the 90's..we have never had a problem. Okay to shred ? Thankx?,0,6
https://answers.yahoo.com/question/index?qid=20160628205827AARPtGJ,Should I go back to my second home country?,0,1
https://answers.yahoo.com/question/index?qid=20160628185124AA3MRQs,Should I refinish my 100 year old grand piano?,0,-1
https://answers.yahoo.com/question/index?qid=20160628165526AAQpv4C,Should I attend a challenging school and be an average student or should I attend an easier school and receive more college benefits?,0,1
https://answers.yahoo.com/question/index?qid=20160628143304AARZmd0,Should I get revenge on my son?,0,8
https://answers.yahoo.com/question/index?qid=20100201140356AAdIyjL,Should the death penalty be abolished?,0,26
https://answers.yahoo.com/question/index?qid=20100810130626AACo6ql,Should men pay for everything?,3,22
https://answers.yahoo.com/question/index?qid=20100605020355AAU63xe,How much should my guinea pig eat every day?,1,8
https://answers.yahoo.com/question/?qid=20060922200735AADMncJ,How often should you defragment your computer?,0,10
https://answers.yahoo.com/question/index?qid=20060610195201AAgytsB,How often should you put fuel injector cleaner in your car?,1,6
https://answers.yahoo.com/question/index?qid=20071128005903AAlm9nm,How many hours should a 16 year old high school student study?,0,14
https://answers.yahoo.com/question/index?qid=20070619114538AAzHRpX,My dog has diarrhea. What should I do?,19,42
https://answers.yahoo.com/question/index?qid=20160628233823AAfvYdt,One part of my gum is swollen almost over a tooth; what should I do?,0,1
https://answers.yahoo.com/question/index?qid=20160628171316AA31OTn,Did you know the guy who put SV40 cancer viruses in polio vaccines was a Jew? Should anybody trust doctors especially Jewish doctors?,0,2
https://answers.yahoo.com/question/index?qid=20160628141512AAb7DwN,,,
https://answers.yahoo.com/question/index?qid=20160628160328AAGBYNj,How can I earn more playing time on my Basketball team?,0,2
https://answers.yahoo.com/question/index?qid=20160628203510AAZKf9K,Are my measurements correct?,0,-1
https://answers.yahoo.com/question/index?qid=20160628223540AAcF9SP,Piercing crust after i clean it?,0,2
https://answers.yahoo.com/question/index?qid=20160628141836AA2bRqR,I saw some bugs i m scared can t go to sleep?,0,1
https://answers.yahoo.com/question/index?qid=20160628232608AAqFsZB,Can I add a school to my FAFSA?,0,-1
https://answers.yahoo.com/question/index?qid=20160628224045AAIrN0V,My.boyfriend broke up with me because he thought I was cheating on him.?,0,5
https://answers.yahoo.com/question/index?qid=20160628143001AA70wpQ,Why does Wing Chun not teach you to fight of multiple attackers like aikido?,0,1
https://answers.yahoo.com/question/index?qid=20160628150704AAJQcBV,Should the states that voted overwhelmingly for Trump be given fewer delegates next time?,0,5
https://answers.yahoo.com/question/index?qid=20160628204607AAbguBU,Should pitbulls be banned ?,0,15
https://answers.yahoo.com/question/index?qid=20160628195340AAr9gLu,Should I start studying to become a surgeon?,0,5
https://answers.yahoo.com/question/index?qid=20160628171132AAh3nOC,What lens should I buy to shoot from crowd?,0,3
https://answers.yahoo.com/question/index?qid=20160628212518AAMjVnB,The Benghazi investigation didn’t waste enough money? Cons holding hearings on why won’t Obama use the words they want him to?,0,-1
https://answers.yahoo.com/question/index?qid=20160628210340AAr9CnY,Sexually frustrated ...?,0,3
https://answers.yahoo.com/question/index?qid=20160628211852AACczRl,Could I be a model?,0,2
https://answers.yahoo.com/question/index?qid=20160628210320AAyRudh,How do I convince my mother to let me hang out with a guy I'm just friends with?,0,1
https://answers.yahoo.com/question/index?qid=20160628211857AAbM5Rl,NEED HELP AND SUGGESTION?,0,-1
https://answers.yahoo.com/question/index?qid=20160628211205AABcT8o,Can you still love someone you no longer find attractive?,0,4
https://answers.yahoo.com/answer?offset=r1467155580~r%3A0&sid=&isCategory=0,,,
https://answers.yahoo.com/question/index?qid=20160628222152AAGZApQ,Wholesale car dealer license selling to the public?,0,-1
https://answers.yahoo.com/question/index?qid=20160628225223AAfuMSG,"Why is this girl at my school, so stupid?",0,7
https://answers.yahoo.com/question/index?qid=20160628195051AAgYOQl,Should i drop my physics class?,0,2
https://answers.yahoo.com/question/index?qid=20160628173114AAMlx9I,"Rule of thumb, should we file jointly or separately?",0,3
https://answers.yahoo.com/question/index?qid=20160628114036AAHYOuQ,What should I tell my friend?,0,4
https://answers.yahoo.com/question/index?qid=20160627083551AAodZa3,Need three reasons why students should be drug tested to receive financial aid argument essay?,0,3
https://answers.yahoo.com/question/index?qid=20160628175938AAu8oEQ,How much should i expect to pay a month for this car?,0,3
https://answers.yahoo.com/question/index?qid=20160628174300AAlH2gl,What amp should I use?,0,-1
https://answers.yahoo.com/question/index?qid=20160628153741AAXE0E4,"All my books have bed bug stains on them, should I keep them or throw them out?",0,3
https://answers.yahoo.com/question/index?qid=20160628151619AA4o13E,WHY SHOULD I VOTE FOR HILLARY CLINTON?,0,16
https://answers.yahoo.com/question/index?qid=20160623122703AAFlCch,Should THE POTENTIAL FATHER have any SAY SO in pregnant women getting an abortion?,4,190
https://answers.yahoo.com/question/index?qid=20111014124743AA7knuN,Why should we save oil?,0,10
https://answers.yahoo.com/question/index?qid=20110211101136AA418gO,Why should we respect old people?,0,14
https://answers.yahoo.com/question/index?qid=20150617153222AACn8FD,Should I buy my 11 year old daughter a new iPhone 6 or iPhone 5c?,0,39
https://answers.yahoo.com/question/index?qid=1006052909151,10 reasons why mothers should work??,0,9
https://answers.yahoo.com/question/index?qid=20100720120104AAGXDBP,In what sequence should i watch star wars?,1,8
https://answers.yahoo.com/question/index?qid=1006041005793,At what age do you think a child should stop hunting easter eggs?,0,17
https://answers.yahoo.com/question/index?qid=20140407205846AAIkx2e,How much money should I bring to Atlanta Ga for 3 days?,0,5
https://answers.yahoo.com/question/index?qid=1006053131974,Which side should tin foil be used and why?,0,9
https://answers.yahoo.com/question/index?qid=1006052643258,I going camping what should i take with me?,0,9
https://answers.yahoo.com/question/index?qid=1006032815444,Who should introduce themselves first in a new neighborhood?,0,14
https://answers.yahoo.com/question/index?qid=1006051016860,On what side should a woman walk with a man?,0,27
https://answers.yahoo.com/question/index?qid=1005123002799,"With reference to the branches of philosophy,why should teachers study philosophy of education?",0,3
https://answers.yahoo.com/question/index?qid=1006051805411,Should I serve a syrah wine chilled or room temp?,0,13
https://answers.yahoo.com/question/index?qid=20060605215801AAMxk5p,Should i wear my contacts in a swimming pool?,4,379
https://answers.yahoo.com/question/index?qid=1006050330817,How many words should my 14 month old son be saying?,0,12
https://answers.yahoo.com/question/index?qid=1006032512584,Should the United States pursue population policies to protect our quality of life for future generations?,0,14
https://answers.yahoo.com/question/index?qid=1006053104504,"If w have fever, should we bath with cold water or warm water?",0,14
https://answers.yahoo.com/question/index?qid=1006031508359,How long should I let my wall paint dry before applying a second coat?,1,27
https://answers.yahoo.com/question/index?qid=1006050329135,"Should I exercise if my muscles are sore, or should I rest?",37,339
https://answers.yahoo.com/question/index?qid=20130804140223AArAt89,How much makeup should a highschool freshman wear?,0,14
https://answers.yahoo.com/question/index?qid=1006042127001,What temperature should a freshwater fish tank be??,0,10
https://answers.yahoo.com/question/index?qid=20150527123136AASqBHV,Should I upgrade to Windows 10?,0,8
https://answers.yahoo.com/question/index?qid=20080520072503AAVNVsr,Chicago Midway aiport fliers..how early should we arrive?,0,5
https://answers.yahoo.com/question/?qid=20060620123842AACrdww,What should I charge for painting services?,0,-1
https://answers.yahoo.com/question/index?qid=20060725174043AANuyud,Car Accident: Should I talk to the other guys insurance company if they call up for info about accident?,0,18
https://answers.yahoo.com/question/index?qid=20071022064149AAtcfjc,Should we remove baseboards before painting walls?,1,14
https://answers.yahoo.com/question/index?qid=20081112152203AAZzy5p,Why should we value life?,1,13
https://answers.yahoo.com/question/index?qid=20090628161504AAaYRN4,Is it you should've come or came?,0,8
https://answers.yahoo.com/question/index?qid=20090731112915AA7JkVP,How long should I practice guitar each day?,1,12
https://answers.yahoo.com/question/?qid=20090908220555AAdIOlC,How tight should the tank be attached to the toilet?,2,12
https://answers.yahoo.com/question/index?qid=20071011065723AAT69or,Rebuilt/Salvage Title.....should I buy a car with one?,1,10
https://answers.yahoo.com/question/index?qid=20090505201802AAmC8r1,What is an AVID class? Should i join or Not?,0,-1
https://answers.yahoo.com/question/index?qid=20081230102920AAKJSu4,Should you tip your piercer?,0,14
https://answers.yahoo.com/question/?qid=20060922200735AADMncJ,How often should you defragment your computer?,0,10
https://answers.yahoo.com/question/index?qid=20071128005903AAlm9nm,How many hours should a 16 year old high school student study?,0,14
https://answers.yahoo.com/question/index?qid=20080714200038AA4AdJb,Should I major in Musical Theatre?,0,14
https://answers.yahoo.com/question/index?qid=20060709230712AAlcPpw,How long should I exercise daily?,0,10
https://answers.yahoo.com/question/index?qid=20080304140154AADjFDX,Should 13 year old be allowed to vote?,0,22
https://answers.yahoo.com/question/?qid=20080906232352AAiqnIe,What should I eat before a soccer game to maximize performance?,9,4
https://answers.yahoo.com/question/index?qid=20070619114538AAzHRpX,My dog has diarrhea. What should I do?,19,42
https://answers.yahoo.com/question/?qid=20060614182618AAZ3vWy,How many bottles should a 7 month old drink?,0,10
https://answers.yahoo.com/question/index?qid=20060716102255AAuJB1o,Why should slavery end?,0,20
https://answers.yahoo.com/question/index?qid=20070320090755AAopeaG,How long should I wait to propose to my girlfriend?,0,9
https://answers.yahoo.com/question/index?qid=20080918224307AAFDNWE,On Kingdom Hearts 2 what level should i be to beat sephiroth?,0,6
https://answers.yahoo.com/question/?qid=20070731162710AABsUeH,"My car battery is dead, how long should i let my car run to charge the battery?",4,14
https://answers.yahoo.com/question/index?qid=20080416143113AAm6Alo,How many times should I exfoliate every week?,2,7
https://answers.yahoo.com/question/index?qid=20080215102530AABhA66,What psi should I inflate my tires to?,2,15
https://answers.yahoo.com/question/index?qid=20160628070606AAP8QNz,What do you think of this situation and what should I do?,0,1
https://answers.yahoo.com/question/index?qid=20160628141952AAviI4n,,,
https://answers.yahoo.com/question/index?qid=20160628215223AAzqjqe,What should you do when faced with writer's block?,0,2
https://answers.yahoo.com/question/index?qid=20160628161512AANdqvZ,Should self help guru Tony Robbins be charged for burning 30 people for walking on hot coals?,0,7
https://answers.yahoo.com/question/index?qid=20160628205259AAcPzBa,Should I put excess payment towards a higher loan balance with lower interest rate or lower loan balance with higher interest rate?,0,1
https://answers.yahoo.com/question/index?qid=20160628133359AAuLs0h,How much should i charge for this cake?,0,5
https://answers.yahoo.com/question/index?qid=20160628132128AAUyJm7,Could I become a kpop idol? For what companies should I audition for?,0,1
https://answers.yahoo.com/question/index?qid=20160628225650AALwl8W,"We don't need tighter borders, if anything, we should be loosening the borders up?",0,5
https://answers.yahoo.com/question/index?qid=20160628215330AAs25yA,WHO SHOULD I BELIEVE IN THIS SITUATION!?,0,-1
https://answers.yahoo.com/question/index?qid=20160628175438AA4Cl2E,"Should we just send some hardcore death squads into the ISIS strongholds of Mosul and Raqqa, and kill everything that moves there?",0,7
https://answers.yahoo.com/question/index?qid=20160628175938AAu8oEQ,How much should i expect to pay a month for this car?,0,3
https://answers.yahoo.com/question/index?qid=20160628153741AAXE0E4,"All my books have bed bug stains on them, should I keep them or throw them out?",0,3
https://answers.yahoo.com/question/index?qid=20160628151619AA4o13E,WHY SHOULD I VOTE FOR HILLARY CLINTON?,0,16
https://answers.yahoo.com/question/index?qid=20160628223502AAIO5uQ,Why do cons think women should stay in the kitchen barefoot and pregnant?,0,7
https://answers.yahoo.com/question/index?qid=20160628220408AAC8X6R,Air Force or Navy: Which should I enlist in?,0,4
https://answers.yahoo.com/question/index?qid=20160628164911AAGZC4j,Is my doctor lying and should I get new one?,0,2
https://answers.yahoo.com/question/index?qid=20160628152823AA3efZL,"Violin or viola, what should i play? i have background playing piano, mainly a guitarist. should i consider my hand size as well?",0,2
https://answers.yahoo.com/question/?qid=20121213120053AApdi16,How and what age should you tell your kids about Santa?,50,739
https://answers.yahoo.com/question/?qid=20090203194046AA2WCN4,Should i delete my computer cookies?,3,21
https://answers.yahoo.com/question/index?qid=20110928163320AAFVsys,What age should you start having sex?,1,20
https://answers.yahoo.com/question/index?qid=20081008110342AANIEz6,How much food should I feed my betta fish?,2,-1
https://answers.yahoo.com/question/index?qid=20080213092714AAkZgYR,When should I get my 1099-Misc Form?,0,4
https://answers.yahoo.com/question/index?qid=20110825233323AAeySsQ,Should i shave my head & wear a wig while my hair grows?,1,7
https://answers.yahoo.com/question/index?qid=20060711100042AAhHqPG,How often do 1 week old kittens(bottlefed) poop? Should there tummys look slightly bloated or is that bad?,0,21
https://answers.yahoo.com/question/index?qid=20100727222731AAiDgjv,Omg ! My dog's getting spayed tomorrow ! What should I expect ?,1,9
https://answers.yahoo.com/question/index?qid=20120328210642AAPxnnl,Should the United States have gone into war with vietnam?,1,8
https://answers.yahoo.com/question/index?qid=20120501104605AAaRPZX,How thick should grout be for ceramic tile?,0,6
https://answers.yahoo.com/question/index?qid=20081220194120AAeL2yc,Should you tip at buffet restaurants?,0,18
https://answers.yahoo.com/question/index?qid=20060709211211AAOdV7j,When should a waiter remove a plate?,0,16
https://answers.yahoo.com/question/index?qid=20060623130938AAdUpDh,Should i wear underwear under my swim trunks?,0,23
https://answers.yahoo.com/question/index?qid=20120123202226AAE1Wgm,Should I really shave/wax my pubic hair?,1,17
https://answers.yahoo.com/question/index?qid=20100802084437AAEixwf,Should I justify my cover letter?,1,2
https://answers.yahoo.com/question/index?qid=20060811152848AAqjaqh,How long should i walk and how many days a week in order to lose weight?,0,13
https://answers.yahoo.com/question/index?qid=20090111160824AAJUuro,Should I eat every 2 or 3 hours?,5,37
https://answers.yahoo.com/question/?qid=20081220040505AAMI4Xe,How fast should my internet connection speed be to play PS3 online?,0,-1
https://answers.yahoo.com/question/index?qid=20090131135802AAfe1Vy,Should this be capitalized?,0,4
https://answers.yahoo.com/question/?qid=20100422200801AAsWXIB,Should i read The Iliad or The Odyssey first?,0,8
https://answers.yahoo.com/question/index?qid=20081125141731AAHFPpG,What Should A 11 year old girl ask for christmas?,1,18
https://answers.yahoo.com/question/index?qid=20060725174043AANuyud,Car Accident: Should I talk to the other guys insurance company if they call up for info about accident?,0,18
https://answers.yahoo.com/question/?qid=20110216131436AAoO5q8,"Should I move to Atlanta to start a new life, how's life there?",5,13
https://answers.yahoo.com/question/index?qid=20060726112836AAeImnE,Should the ceramic tile throughout my house match?,0,6
https://answers.yahoo.com/question/?qid=20060620123842AACrdww,What should I charge for painting services?,0,-1
https://answers.yahoo.com/question/index?qid=20111216132643AAKvwR1,How much should my bearded dragon eat?,0,12
https://answers.yahoo.com/question/index?qid=20071022064149AAtcfjc,Should we remove baseboards before painting walls?,1,14
https://answers.yahoo.com/question/index?qid=20060607161852AAInjRe,How much money should one bring to Disney World for 5 days?,0,18
https://answers.yahoo.com/question/index?qid=20090526135441AA0xP2j,How many times a day should a teenage girl take a bath?,0,10
https://answers.yahoo.com/question/?qid=20060623144710AAz7JUH,How much should a 3-4 week old orphaned kitten drink? When can they start eating canned food?,2,11
https://answers.yahoo.com/question/index?qid=20060615110508AAsUfkF,How much sleep should a 12  year old girl need?,0,10
https://answers.yahoo.com/question/index?qid=20080213092101AAfrc8g,How should your throat/vocal cords feel when you are singing correctly?,2,2
https://answers.yahoo.com/question/?qid=20090309111853AA3nN7m,Should the man pay for EVERYTHING in a relationship?,3,33
https://answers.yahoo.com/question/index?qid=20090324012741AASCeVG,Should pesto be served warm or room temp?,0,6
https://answers.yahoo.com/question/index?qid=20060610195201AAgytsB,How often should you put fuel injector cleaner in your car?,1,6
https://answers.yahoo.com/question/index?qid=20090820130114AAwuaVB,How much protein should I eat to gain muscle?,0,10
https://answers.yahoo.com/question/?qid=20060804084319AABrtwW,How long in advance should you register for wedding gifts?,0,13
https://answers.yahoo.com/question/index?qid=20080428132145AA6jBoQ,How many times a day should i eat to lose weight?,2,50
https://answers.yahoo.com/question/index?qid=20160628174217AAKzxdF,Yahoo should be my home page?,0,1
https://answers.yahoo.com/question/index?qid=20160628145444AA4TBZP,Should I take the shift supervisor position at Panera bread or associate position at sheetz?,0,3
https://answers.yahoo.com/question/index?qid=20160628135054AAaw8dO,Should i ask for her number?,0,-1
https://answers.yahoo.com/question/index?qid=20060708161442AASeKNL,Should you pop a blister or leave it alone? If you can pop a blister how do you go about doing it safely?,10,12
https://answers.yahoo.com/question/index?qid=20160628164134AA6V3V0,Iam a dude.Should I be ashamed of having apprehension of fighting a dude that grabbed my ***.I will fight but there's a little apprehension?,0,1
https://answers.yahoo.com/question/index?qid=20160628210025AAXQaqt,"Why did Donald Trump think the internet should, or even could be ""shut down""?",0,7
https://answers.yahoo.com/question/index?qid=20160628205900AASH93w,Should I go to the ER? Head injury question?,0,1
https://answers.yahoo.com/question/index?qid=20160628183431AA8ZisA,Steam Summer Sale - what should I get?,0,2
