URL,Question,Follows,Answers
https://ca.answers.yahoo.com/question/index?qid=20110811105558AAxSxx2,Should you put on moisturizer right after a shower?,0," I know that sounds like a dumb question but i heard your suppost to wait a couple minutes for your pores to close back up or something like that. I usually put on moisturizer right after my shower, right now im using neutrogena healthy defence daily moisturizer spf 50 (also i heard this has ingredients that are bad for your skin. is that true? should i use the spf 30 version?) lately every time i use my moisturizer after my shower my face burns a bit, is it suppost to do that? but if i wait (especially if i wait like over 10 mins or so) my face gets really really dry (im on accutane so my face is extremely dry - which could be why its burning when i put moisturizer on?) i have cetaphil, is that better to use? it makes my face feel sorta oily tho. And do you recommend any moisturizers that are oil free, good for skin etc.? please and thankyou : ) sorry for long question! please try to answer all of them if you can :)"
https://ca.answers.yahoo.com/question/index?qid=20120708235236AAX5Ptu,Should I tell my parents I'm adopted?,2,14
https://answers.yahoo.com/question/index?qid=20060725174043AANuyud,Car Accident: Should I talk to the other guys insurance company if they call up for info about accident?,0," If the other guy's insurance company calls up to ""Grill"" me to find out information"" -- should I talk to them or tell them to talk with my insurance company? (who I have already given info to) 

The other guy was following a tractor on a two lane road in a ""passing zone"" --  I pulled into the passing lane and was halfway past the other guy when he pulled over into my car -- damaging his left front headlight and my right rear fender."
https://answers.yahoo.com/question/?qid=20110216131436AAoO5q8,"Should I move to Atlanta to start a new life, how's life there?",5," I am looking for a city similar to NYC but I dont wanna move to Miami or LA 

Atlanta is the only other major one that crosses my mind but I have only been there once. My cousin lives there, I think he lives in buck head or bank head, not sure. His apartment complex is the most luxurious gated complex I have ever seen. It looked like it was built for royalty, you actually have to dial at the gate for him to open it. And the call goes straight to his cell and he can open it from there. We dont have stuff like that in NY. He only pays $900 for a 2 bedroom, thats great. I am tired of suffering in NY paying $1500 for a small sh*t hole, I need to move to the south! NYC is too overrated  

I am a Trinidadian so I wanna go to place with lots of immigrants (whether it be Russians, Indian, Jamaicans, Africans...etc), lots of restaurants (such as Spanish and Caribbean restaurant), public transport so I wont have to rely on my car, lots of jobs, night life...etc 

Is Atlanta the place for me? 

From what I heard Atlanta is on the rise ad will be the next big thing 

When I was younger no one cared about Atlanta and it was just known for hair and pimpin, but now Atlanta seems like heaven. Everyone is moving from the North to the South because they realized the North is expensive and its a sh*t hole. Everyone is come to TN, GA and TX 

Whats your take on it, and should I move here? 

I have like 5k saved up so that should get me into an apartment with a down payment. The same week I move there I will take my security Guard course (which is like 1 hr) and get the certificate, I will then apply for my Georgia guard card and work as a security guard until I settle down and find a better job. They are always on need of security guards and it looks better of you have your guard card so I think thats agood plan to keep me afloat while getting situated. APD is also hiring and I am going to go to their job fair this Saturday to put in an application there as well 

I plan on making the final move in MAY after I finish up this semester in NY, I am not sure which college I wanna transfer too but I will put college on hold until I get a steady job that can pay the rent 

What do you think about my plan? I wanna enjoy life and not have to struggle, anyone who lived in NY knows its a struggle"
https://answers.yahoo.com/question/index?qid=20060726112836AAeImnE,Should the ceramic tile throughout my house match?,0,6
https://answers.yahoo.com/question/?qid=20060620123842AACrdww,What should I charge for painting services?,0," I am interested in starting up a painting business and I was just wondering if anyone could give me an idea on how to go about charging for a room?  Is there a formula based on the size of the room that needs to be painted? Obviously it is more if the woodwork needs to be painted also, how's that possibly figured in? Any help would be appreciated, thanks."
https://au.answers.yahoo.com/question/index?qid=20120128032939AAJF2BV,Should i let my 11 year old watch the saw movies?,0," her dad already let her watch the first one that i didn't know about and she loved it, now she wants to watch the others but from memory they get more and more violent as they go along. she never gets scared watching scary movies as she knows they are just movies and can obviously differentiate between reality and make believe. am i a bad parent for letting her watch horror movies?"
https://ph.answers.yahoo.com/question/index?qid=20100309004119AAJPbdn,Why should banned china products?,0,9
https://au.answers.yahoo.com/question/index?qid=20110823200835AAM75ws,Should I desex my male german shepherd puppy?,1," Hi  
I have a desexed 6 years old female Kelpie. Also we got a new German shepherd puppy . 
We haven’t made decision yet about desexualize German shepherd. 

Can anyone please advise me?  
If we are not going to desexualize male German shepherd, ...What is going to happen about Female Kelpie and Male German shepherd’s relationship?"
https://answers.yahoo.com/question/index?qid=20111216132643AAKvwR1,How much should my bearded dragon eat?,0,12
https://answers.yahoo.com/question/index?qid=20071022064149AAtcfjc,Should we remove baseboards before painting walls?,1," My husband has this idea in his head that it makes sense to remove all of the baseboards in our house in order to paint the walls.  It’s not that he wants to replace them; he wants to pry all of the baseboards to paint them & the walls and then put the old repainted baseboards back up.  This sounds like an unnecessary step to me because we run the risk of breaking them, or forgetting where each piece goes, and we’ll still have to fill the nail holes and paint over those once we reinstall the boards.    

After running through a list of people I know who have painted their homes in recent memory and finding no one who has engaged in this practice, I asked, “Who do you know that has actually done this?”  His response: “Lots of people.”  (In his language, this translates to “No one I know has actually done this, but I refuse to admit that.)  

Does anyone with half a brain actually do this?   We have so many projects on our plate, that I would love to get this on off the list."
https://answers.yahoo.com/question/index?qid=20060607161852AAInjRe,How much money should one bring to Disney World for 5 days?,0, I don't want to bring too much money but on the other hand I don't want to bring my entire bank account.  I hear that Disney is very expensive so I'm just looking for an estimate to see how much one would generally spend on food and entertainment since tickets and hotel are already paid for.  Thanks in advance.
https://answers.yahoo.com/question/index?qid=20090526135441AA0xP2j,How many times a day should a teenage girl take a bath?,0," My parents tell me that a normal person should take a bath twice a day but i have a big problem.I can sometimes go on for a month without shower.I want ti wash everyday but i have a reason that is keeping me from doing it 

One i don't want to look at my skin because it is very dry,flaky and hairy. 
Two i hate washing under my feet because no matter how much i scrub it the white things wont stop peeling off. 
Three i am lazy. 
Someone on yahoo gave me an advice saying that if i want to HAVE MILEY'S WEIGHT i should eat chips until i am big and never take showers for a long period of time. 

So please advice me what i should use to shave my thighs and legs.To make my skin very soft and not flaky etc,,,,,,, 
I am growing up so i need to take showers plus what are the disadvantages and side effects of not taking shower beside being dirty."
https://ca.answers.yahoo.com/question/index?qid=20101116175218AAL6RRf,How many cans of Fancy Feast should my cat eat?,1," I just adopted an adult male cat, he's a big cat naturally but is also overweight- he weighs 25 pounds!   
Due to past health issues, he can only digest wet food.  
He was being fed 3 cans (85g per can) of Fancy Feast a day. Clearly that's too much! However, the instructions on the can say 1 can for every 3 pounds of body weight... 
I want to put him on a diet, but don't want him to starve! 
Thanks!"
https://au.answers.yahoo.com/question/index?qid=20100709223736AAD1xNm,Should I wash my makeup brushes before using them?,1," I just bought a few MAC face brushes, and as we all know, everything MAC is hellaaa expensive lol so i was wondering if i should wash them before i use them (I didn't buy the brush cleanser, i thought it was a little pointless as a mild cleanser could probs do the job). I have heard washing them before makes them last longer?... what are yalls thoughts? 
x"
https://answers.yahoo.com/question/?qid=20060623144710AAz7JUH,How much should a 3-4 week old orphaned kitten drink? When can they start eating canned food?,2, I sent my female cat to the vet to be spayed at 6am this morning. To my surprise she had a kitten we did not find til 1pm. When my cat was at the vet we found out she had feline lukemia and they euthanized her. Now I have her kitten I took it to the vet he said it looked to be 3-4 weeks old. I purchased milk supplement and a bottle for it but it hasn't took much. It does have teeth ive tried to get it to drink out of a bowl it bites the side but won't drink. This is my first time trying to care for an orphaned kitten this young any suggestions will be greatly appreciated.
https://answers.yahoo.com/question/index?qid=20060615110508AAsUfkF,How much sleep should a 12  year old girl need?,0,10
https://ca.answers.yahoo.com/question/index?qid=20120421213711AARZhaI,How long should i keep tapers in my ears before switching to plugs / gauges / tunnels?,0,3
https://answers.yahoo.com/question/index?qid=20080213092101AAfrc8g,How should your throat/vocal cords feel when you are singing correctly?,2," When I'm singing a note in my middle register say A below middle C (or any note) I can sing it 2 ways. I can sing it and feel lots of sensations in my throat, or more specifically, I get a lot of buzzing at my vocal cords and actually feel them moving. The other way is I don't feel the sensations in my throat/vocal cords much. Rather, it feels like my throat/vocal cords aren't buzzing and the sound feels away from me, out of my body, aimed towards my teeth . 

I breath with my diaphragm (my stomach is expanded until I'm done singing the phrase) . My question is what are the right sensations to feel when singing correctly? What should you be feeling and where should you be feeling these sensations? Buzzing, movement, sensations of the vocal cords or not much at all?"
https://au.answers.yahoo.com/question/index?qid=20081205170236AAM6lme,How tight should mouthguards fit?,0,4
https://answers.yahoo.com/question/?qid=20090309111853AA3nN7m,Should the man pay for EVERYTHING in a relationship?,3," My last girlfriend was a nice person but she had this view that I was supposed to pay for EVERYTHING in the entire relationship. Whenever we went for vacation, she wanted me to buy EVERYTHING when we did things together the whole time, she wanted me to pay for plane tickets for her and me, everything. Drinks I had to pay for. Back then we both made the same amount of money and have the same amount of money, but her thinking was that I was the guy, and only because I was a guy, I was supposed to pay.  

I used to say that ""In the 1950's, women didn't go to college much and have jobs and the gender roles were different, but now women have more opportunities and even go to college more than men"" and I said ""women are just as smart as men are, and can earn and pay for their own things, even though I don't mind spoiling you once in a while here and there"".  

Is this view of her's correct, do you agree with it? All she said was ""I'm a guy"", the ""guy is supposed to pay"", ""you should show your love for me by paying"", etc. Meanwhile, all the money she had she enjoyed for herself."
https://answers.yahoo.com/question/index?qid=20090324012741AASCeVG,Should pesto be served warm or room temp?,0,6
https://answers.yahoo.com/question/index?qid=20060610195201AAgytsB,How often should you put fuel injector cleaner in your car?,1,6
https://au.answers.yahoo.com/question/index?qid=20100729042024AAXM2ne,How often should i change the sand for a bearded dragon?,0,6
https://answers.yahoo.com/question/index?qid=20090820130114AAwuaVB,How much protein should I eat to gain muscle?,0,10
https://answers.yahoo.com/question/?qid=20060804084319AABrtwW,How long in advance should you register for wedding gifts?,0,13
https://au.answers.yahoo.com/question/index?qid=20120501023817AA5FDRD,Should I brush my curly hair?,2," People always tell me that it's gross I don't brush my hair when it's dry, but it goes so HORRIBLE and frizzy when I do. I've heard that you're not supposed to brush it when it's wet, but when else do i do it? I didn't even think it was that bad until my friend just got so horrified.. she's got straight hair so it's different right?"
https://au.answers.yahoo.com/question/index?qid=20101006064313AAh0K9P,Should you buy friends birthday presents if they won't return the favour?,1," I am getting really angry at the moment because I'm spending copious amounts of money on my friends presents and then not being given a gift back. 

Please know, that I don't just buy them gift's so they will buy me one in return, I buy them gifts because it's the way I have been raised and I consider it to be a factor of general polietness. 

This has happend five times in the last 3 months.  

I went to my friends 18th birthdy party and spent 30.00 dollars and got her jewelerey. She said she loves it etc. She then said 'Oh you will love the present I'm going to get you'.  

When it came to my birthday dinner, she didn't even buy me a card, she just said, 'oh I found the perfect present and will give it to you soon! I'm sorry I don't have it now, I've just been caught up on what to buy you'. It's not the fact she didn't buy me anything, it's the fact she didn't even get a little card saying happy birthday. I'm also angry because she lied, she hasn't gotten me anything. 

The second time was when it was my friends 17th Winter Wonderland picnic and as her birthday gift was being posted from Ebay I got her a 'pre present' to show my apologies. I got her a lovely framed photo of us both. And a really nice card telling her the rest of her present was coming.  

When I saw her next I gave her the rest of her present and she was so happy.  

When it was my birthday dinner she got me a card saying she's sorry for not buying me anything but she's broke and the present is on the way. Fair enough, a card will suffice fine and I was quite happy because its the thought that counts. But she like my other friend, LIED and didn't get me anything. 

Now I don't care that they didn't get me anything, but I'm getting really annoyed at the friends of mine who have to lie and say they will get me something and never do. I just think it's extremely rude.  

One of my really close friends didn't even get me a card when I spent 120.00 dollars on her present and posted it to her.  

One of my closest friends didn't get me anything because she had no money, not even a card.I'm annoyed because she previously bitched about one of her friends not even getting her a card, yet she did the same thing to me. It also pissed me off because she is quite wealthy and could of borrowed money for a freaking card, considering I spent alot of money on her.  

I'm also extremely angry because I'm spending over $400.00 on a weekend getaway with two of them and they couldn't be bothered to get me a little card.  

I'm not rich and my family hardly has any money, so alot of saving went into that weekend getaway.  

I know I must sound like an idiot who has too much time on her hands, and I know I'm venting alot, but It's just really annoying me and making me feel quite angry that I go to all this trouble and don't even get a card in return.  

I'm also wasting alot of money on them when I could be saving for a car.  

Please post your advice and if this happens to you. . ."
https://in.answers.yahoo.com/question/index?qid=20090825114326AA3jf64,Why we should protect animals? If they extinct is there any harm to human beings?,0, We are spending more money and time is research and protecting animals. I could not understand why we spent? Is there any harm to us if yes what is that pleas explain me.There are so many animals which were extinct from the earth what happen to us? for ex dinosaurs.I hope you have understand my doubts. Please clarify my doubts.
https://au.answers.yahoo.com/question/index?qid=20080611022558AA6Ihm3,How much money should I take to Germany for a 1 week holiday?,6,10
https://au.answers.yahoo.com/question/index?qid=20120923161552AACSUIp,What should my instagram username be?,0,7
https://answers.yahoo.com/question/index?qid=20080428132145AA6jBoQ,How many times a day should i eat to lose weight?,2," Hi everyone! I just wanted to know how many times a day i should eat to lose a bit of weight and tone up. I'm 4'11"" and i weigh like 114 pounds and i know some ppl may say i dont need to lose weight but they dont take into account im short so i need to weigh less. Anywayz i was also wondering how many calories a day should i eat to lose a few pounds. :)"
https://in.answers.yahoo.com/question/index?qid=20091008072844AAQLIz0,Why should the use of polythene be banned?,0,7
https://au.answers.yahoo.com/question/index?qid=20090515095928AAFxQqm,What should your cervix feel like at 30 weeks pregnant?,0," Should there be any type of opening in your cervix before you start dilating? I can't find the answer to this anywhere and I'm extremely worried. I tried asking an ask the doctor website, but had no luck there, either. 

I just want to know what it should feel like. I have no intentions of feeling it, because I've already done this before I knew it could cause an infection and etc. Now I'm worried I could have hurt the baby or started an infection. How would you know if you did?"
https://au.answers.yahoo.com/question/index?qid=20090612140900AAyfsYi,Should i let my female siberian husky breed?,0," she just tured 8 months old. and shes showing signs that she is in heat. i dont want to make a foolish decision as to let her breed and causing her health issues later on .... so is she ok to breed Yes or No ? 

i DONT Give a F*c* about over population and all that b.s ....  

so i just want some answers as to let her or not ... and if not .... what would be the ideal time or age to let her breed ? 
Thanx (^_^)"
https://in.answers.yahoo.com/question/index?qid=20070112135510AAD7SB8,What should we do to free our planet from terrorism?,4373," Human society, from origin until now, has always been at war within and between groups and has led to two World Wars. Presently, terrorism and low intensity warfare are affecting many parts if the world.  As the current global population of 6 billion increases to 8 billion by 2025, national and international conflicts will continue to be a source of concern for humanity. When evil minds combine, good minds have to work together and combat. In this context, what are the out-of-the-box solutions to free the planet earth from terrorism? Your answers when processed and implemented can lead to a peaceful, happy and safe planet earth.   YAHOO! ANSWERS staff notice: You can also view the President's video here: http://in.promos.yahoo.com/atp/ Register there to also win really cool prizes! Only Indian residents will be eligible for the prizes. Winners will be contacted on their yahoo email ids, so keep checking.   This is really the President of India, Dr. APJ Abdul Kalam. Keep checking our blog for more on this and the winners:  http://blog.360.yahoo.com/blog-te5Q5aMoRKfY7EFGVSqQq52GFXY7cinb?p=1898"
https://in.answers.yahoo.com/question/index?qid=20081122052143AAnUvZH,Should celebrities keep out of politics?,1,14
https://answers.yahoo.com/question/?qid=20121213120053AApdi16,How and what age should you tell your kids about Santa?,50,739
https://answers.yahoo.com/question/?qid=20090203194046AA2WCN4,Should i delete my computer cookies?,3,21
https://answers.yahoo.com/question/index?qid=20110928163320AAFVsys,What age should you start having sex?,1,20
https://ca.answers.yahoo.com/question/index?qid=20100804170546AAtztpA,I want to join the canadian army. what should i excpect?,0,4
https://ca.answers.yahoo.com/question/index?qid=20130404120239AAgrVlC,Should I block her on Facebook during no contact rule?,0," Should I block my ex on Facebook during 60 days of no contact? That would make her miss me more, right? 

Or should I unblock her so when she curiously visits my page she'll realize what she's missing. I'm posting pictures of me with a bunch of girls and show that I'm happily moving on. I don't want her to think that's my intention though. 

Now if I keep her blocked and she gets so curious that she makes a new Facebook page just to see what I'm up to, the impact would be that much greater, right? She'd climb the invisible wall (bypassing my blocking her) to fall into the snake pit (discovering the reality of how happy I am without her). However, she may not be that curious. 

So... should I leave her blocked or unblock her? I'm at day 4 of 60. If I should unblock her, when? Right away?"
https://answers.yahoo.com/question/index?qid=20081008110342AANIEz6,How much food should I feed my betta fish?,2," I just got my own betta fish, he is purple and red in color. I don't know how much to feed him! I have all ready bought the food, but i don't know how much to give him. The food is really really REALLY small and brown. It is about a Milli- meter meter. The food is made for betta fish, it is betta fish food. How much should i feed him?"
https://sg.answers.yahoo.com/question/index?qid=20110106234108AAIoUJA,"Should I get a Tongue piercing, and why or why not?",1,7
https://ca.answers.yahoo.com/question/index?qid=20090215162328AASMMCx,What role should the government play in the economy...?,0,11
https://ca.answers.yahoo.com/question/index?qid=20130101223856AAPzFG6,My boyfriend wants to get a tattoo. I hate tattoos. What should I do?,0," My boyfriend wants to get a tattoo on his leg. I think tattoos are the biggest turnoff, and had he had one before we started dating, I wouldn't have even considered him. I think tattoos look trashy, and they have come to the point where they are practically a rite of passage for young adults. My opinion on tattoos is not going to change. I love my boyfriend, and I talked to him about the whole thing, but he said that no matter what he is still going through with getting one. To put it is perspective I think tattoos are a bigger turnoff than a giant fungal growth. For me this is almost a deal breaker, and I have no clue what to do. I don't want to break up with him, but this is a big enough turnoff that I almost want to. Suggestions?"
https://ph.answers.yahoo.com/question/index?qid=20101205224835AAqcuIn,Should let my friend tattoo me?,0, only one fo you was any help. I wanted actual reasons. all of you just gave me the same thing. go to a professional. did you not read that I cant! and his equipment is sterile ive checked it. Im not dumb i know what I am doing. I just wanted to see if there was any real reasons not to? my questions been answered by no good reason not to. 
https://au.answers.yahoo.com/question/index?qid=20101007041428AA8oKDH,My ear piercing may be infected - should I take it out or leave it in?,0," I'm not sure if it is an infection but my left ear lobe piercing is very sensitive and painful to touch at the moment. I am having difficulty taking it out as it seems too tight. 

It might be a pimple which has grown around it (has happened before). How do I know if it is an infection and should I take it out or leave it in?"
https://ph.answers.yahoo.com/question/index?qid=20100331045728AAiDiRU,Should I Join Facebook? Why and Why not?,0," I have received quite a few emails from people I know requesting me to view their pictures or profile on FB.When I click on the link to try and view them I am taken to a FB page informing me that I must sign-up for a FB account to view the pictures or profile. I don’t care to become a FB member so I politely email the person back informing them that I can not view their page/pictures due to my reluctance to join FB. Why should I join FB? And more importantly, why does FB force people to sign up just to view a friends stuff? 

The fact that FB requires one to join to view a persons profile is really annoying to me. Especially, since you know that one day (if they haven’t already) they will boast about how many people have joined FB. This, to me is something a communist dictator would do. Force the people of their country to join their political party (or die) and then boast to the world about the numbers in their political party. Okay, bad comparison, but you get my point. Another issue I have with FB is the impression I get from these sites. They appear to me, to give off an adolescent vibe. How many of you have received one of those emails saying, “Juan Dela Cruz, (use any name) is requesting you to be their friend. Click here to visit their profile.” This might have been okay in elementary school but come on people, grow up! Be their friend?! I say, get a life! FB which instead requests you to ""be their fan"". In my opinion, conveys an adolescent vibe which I find hard to ignore. FB was started by a couple of young college grads to keep in touch. This explains the youthful vibe the site emits. 

I realize I am in the minority here. Most people are okay with FB. And some even think it’s okay to post mind numbing worthless information about themselves. Everywhere I look I see references to FB including on business advertisements. “Find us on Facebook” most say. So many people are on FB that corporations have determined that it’s worth spending money maintaining a FB page and other related advertisement. There seems to be an FB craze these days with no end in site. Perhaps some changes though are not so far away. Last year (July 2009), in Chicago, a woman has been sued due to the content of one of her Tweets (I assume people reading this know what a Tweet is. Sorry if you don’t). In her posting she complained about mold in the apartment she rented and made mention of the property management company. The lawsuit claims her Twitter posts ""maliciously and wrongfully"" slammed her apartment at 4242 N. Sheridan and the company managing it. Perhaps if she looses this case, the word will get out that you will be held liable for what you post online, so choose wisely about what you type. Will the quality of online content then improve? I'm certain any improvement will be negligible. 

I understand that for some people FB provide a way to make their foot-print on the world wide web. Not everyone is computer savvy enough to build their own website, willing to pay to have one created for them or has the time to do either. Most social networking sites are free to join and easy to set up. In a matter of minutes, one can join, set up a profile and send thousands of requests to everyone they know to view their page. In my opinion nothing is wrong with that; just don’t assume everyone will view your page. Not everyone will join FB when invited and not everyone lives their lives through FB. If you have something you really want to share with someone, send them an email. It's a little more personal in my opinion. 

I hope this FB fad fades soon, but I realize that's just wishful thinking. Instead, it’s likely to morph into a more mature format that more people will adopt. FB is still very young and will grow until it invades the space of a bigger fish. As soon as they pose a threat of capturing a large percentage of a market of mutual interest,the big fish will try and eat them. 

I have always been a black sheep and proud of it......Okay, Perhaps a tad anti-FB too ; )"
https://au.answers.yahoo.com/question/index?qid=20081113022108AAdnTfa,What should 14 year olds be allowed to do?,1,22
https://au.answers.yahoo.com/question/index?qid=20080307002639AAIYIyI,How much board should i pay to my parents?,0," Since completing my uni degree last year and starting full time work, my father wants me to pay board. Thats fine i believe, as im no longer a student and earning full wagers.  

The issue is, he wants $150 a week. i believe this is ridiculous. 

Im 23 and an only child. My mother has MS and im forever doing chores - cleaning etc. My father is MD of a large engineering company and is doing well. His argument is now that i have a full time job i must cover my expenses, which i agree, but dont believe his $150 is the correct amount. 

 I eat at home 2-3 nights a week, others i cover myself. Dont ask for money off them, unless its for dinner on a night i am home and they are going out.  

i want to move out, but i want to save and have $ in my bank for security before i do, as i know its expensive as i have many mates doing it.  

In your own opinion, what rate do you believe is fair please? 

My apologises for long post - just frustrated, as they wont purchase me any meals to i pay!  

cheers"
https://au.answers.yahoo.com/question/index?qid=20120410102646AAovfsd,Should I shave My legs without asking my mom?,0, Did anyone else on here do it behInd their moms back? Im 13 and I really nee to shave my legs but I've been putting off asking my mom for ages now because I'm too nervous and I can't understand why either but what I want to know is if your mom got angry when she found out you were shaving your legs? And should I just do it? Thanks
